id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,offer_disclaimer,offer_disclaimer_url,video[0].url,video[0].tag[0],gtin,product_tags[0],product_tags[1],style[0]
TYP-K01,Petra Punch Cream Pillow Case,Elegantly designed and high-quality fabric pillowcases from the Petra collection. Product Info Product: Pillow Case Dimensions: 45 cm x 45 cm Fabric: Cotton Note: The product consists of a pillowcase and the price is per piece.,in stock,new,84.57 USD,https://www.laledevri.com.tr/en/shop/petra-punch-cream-pillow-case/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0096.jpg,Lale Devri,569,,2,76.11 USD,,,,,,,Cotton,,,,,,,,,Bed Textile,Textile Products,
TYP-B01,Petra Punch Beige Pillow Case,Elegantly designed and high-quality fabric pillowcases from the Petra collection. Product Info Product: Pillow Case Dimensions: 45 cm x 45 cm Fabric: Cotton Note: The product consists of a pillowcase and the price is per piece.,in stock,new,84.57 USD,https://www.laledevri.com.tr/en/shop/petra-punch-beige-pillow-case/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0097.jpg,Lale Devri,569,,2,76.11 USD,,,,,,,Cotton,,,,,,,,,Bed Textile,Textile Products,
CM04,Meridyen Soft Drink Glass,"Meridyen Soft Drink Glass features an elegant linear decorative design that brings a modern touch to your beverage presentation. It is ideal for serving soft drinks, juices, and other cold beverages. Its minimalist line details add a refined aesthetic to your table, while the durable structure ensures long-lasting use. Perfect for both everyday use and special gatherings. Product sizes Height: 15cm Diameter: 6.5cm Weight: 367g Volume: 293 cc",in stock,new,83.00 USD,https://www.laledevri.com.tr/en/shop/meridyen-soft-drink-glass/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0098.jpg,Lale Devri,2951,,50,,,,,,,,Glass,,,,,,,,,Collections,Glass Products,
CM01,Meridyen Raki Glass,"Meridyen Raki Glass combines traditional enjoyment with a modern linear decorative design. Durable and stylish, it is ideal for both everyday use and special occasions. Product sizes Height: 11.5cm Diameter: 4.5cm Weight: 176g Volume: 133 cc",in stock,new,83.00 USD,https://www.laledevri.com.tr/en/shop/meridyen-raki-glass/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0099.jpg,Lale Devri,2951,,50,,,,,,,,Glass,,,,,,,,,Collections,Glass Products,
CM03,Meridyen Coffee Water Glass,Meridyen Coffee Water Glass features a modern linear decorative design that adds elegance to your table setting. It is perfect for both everyday use and special occasions. Product sizes Height: 9cm Diameter: 5cm Weight: 172g Volume: 93 cc,in stock,new,83.00 USD,https://www.laledevri.com.tr/en/shop/meridyen-coffee-water-glass/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0100.jpg,Lale Devri,2951,,2,,,,,,,,Glass,,,,,,,,,Coffee Water Glass,Collections,
CM02,Meridyen Vodka Glass,Collect special memories with the Vodka Glass that reflects the lines of the Meridyen collection. Product sizes Height: 14cm Diameter: 5cm Weight: 115g Volume: 115 cc,in stock,new,83.00 USD,https://www.laledevri.com.tr/en/shop/meridyen-vodka-glass/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0101.jpg,Lale Devri,2951,,50,,,,,,,,Glass,,,,,,,,,Glass Products,Meridyen,
CS14,Sitare Mirra,"Signature piece inspired touch from our cultural heritage… Sitare Mirra blends tradition with modern elegance. Offered in Plain — Gold and Platinum options, its distinctive design shines on every table with a bold, refined presence. Perfect for serving unforgettable moments. ✨ Product sizes Height: 5cm Diameter: 6cm Weight: 44g Volume: 45cc",in stock,new,83.00 USD,https://www.laledevri.com.tr/en/shop/sitare-mirra-2/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0102.jpg,Lale Devri,6049,,50,,,,,,,,Glass,,,,,,,,,Collections,Glass Products,
CS34P,Sitare Platinum Soft Drink Glass,"Signature piece touch from everyday drinks to special tables… Sitare Soft Drink Glass elevates any beverage with its strong and refined silhouette. Available in Plain — Gold and Platinum options, it brings a radiant elegance to every serving. Star-worthy sophistication in every sip. ✨ Product sizes Height: 15cm Diameter: 6.5cm Weight: 330g Volume: 293 cc",in stock,new,409.00 USD,https://www.laledevri.com.tr/en/shop/sitare-platinum-soft-drink-glass/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0103.jpg,Lale Devri,2951,,50,,,,,,,,Glass,,,,,,,,,Collections,Glass Products,
CS32,Sitare Champagne Glass,"The star sparkle of every celebration… With its tall and refined silhouette, the Sitare Champagne Glass enhances the elegance of your most special moments. Presented in Plain — Gold and Platinum options, its graceful design brings sophistication to every toast. A radiant touch that shines through every celebration. ✨ Product sizes Height: 23cm Diameter: 4.5cm Weight: 164g Volume: 130 cc",in stock,new,150.00 USD,https://www.laledevri.com.tr/en/shop/sitare-champagne-glass/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0104.jpg,Lale Devri,2712,,50,,,,,,,,Glass,,,,,,,,,Champagne Glass,Glass Products,
CE1,Heybeli Erguvan Tea Cup,"Heybeli Erguvan Tea Cup is a refined expression of elegance and nature-inspired design. The glass surface reflects the romantic essence of Istanbul, turning every tea moment into a visual experience. Perfect for both everyday use and sophisticated presentations, this uniquely designed tea glass brings artistry and refinement to your table. Product sizes Height: 9cm Diameter: 5.5cm Weight: 104g Volume: 132 cc",in stock,new,94.00 USD,https://www.laledevri.com.tr/en/shop/heybeli-erguvan-tea-cup/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0105.jpg,Lale Devri,6049,,50,,,,,,,,Glass,,,,,,,,,Collections,Erguvan,
CG05,Gulizar Mirra,Gulizar Mirra is a rare product from the Gulizar collection. Add elegance to your tables. Product sizes Height: 5cm Diameter: 6cm Weight: 47g Volume: 45cc,in stock,new,56.00 USD,https://www.laledevri.com.tr/en/shop/gulizar-mirra-2/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0106.jpg,Lale Devri,6049,,50,,,,,,,,Glass,,,0.047 kg,,,,,,Glass Products,Gulizar,
CG09,Gulizar Coffee Water Glass,A rare product from the Gulizar collection is the Gulizar Coffee Water Glass. Add elegance to your tables. Product sizes Height: 9cm Diameter: 4.5cm Weight: 158g Volume: 85cc,in stock,new,71.00 USD,https://www.laledevri.com.tr/en/shop/gulizar-coffee-water-glass/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0107.jpg,Lale Devri,2951,,50,,,,,,,,Glass,,,,,,,,,Coffee Water Glass,Collections,
CG06,Gulizar Raki Glass,A rare product from the Gulizar collection is the Gulizar Raki Glass. Add elegance to your tables. Product sizes Height: 11.5cm Diameter: 4.5cm Weight: 186g Volume: 140 cc,in stock,new,113.00 USD,https://www.laledevri.com.tr/en/shop/gulizar-raki-glass/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0108.jpg,Lale Devri,2951,,50,,,,,,,,Glass,,,,,,,,,Collections,Glass Products,
CG07,Gulizar Soft Drink Glass,A rare product from the Gulizar collection is the Gulizar Soft Drink Glass. Add elegance to your tables. Product sizes Height: 15cm Diameter: 6.5cm Weight: 330g Volume: 293 cc,in stock,new,188.00 USD,https://www.laledevri.com.tr/en/shop/gulizar-soft-drink-glass/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0109.jpg,Lale Devri,2951,,50,,,,,,,,Glass,,,,,,,,,Glass Products,Gulizar,
CG13,Gulizar Vodka Glass,A rare product from the Gulizar collection is the Gulizar Vodka Glass. Add elegance to your tables. Product sizes Height: 14cm Diameter: 5cm Weight: 155g Volume: 115 cc,in stock,new,109.00 USD,https://www.laledevri.com.tr/en/shop/gulizar-vodka-glass/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0110.jpg,Lale Devri,2951,,50,,,,,,,,Glass,,,,,,,,,Glass Products,Gulizar,
Cİ07,Ipekyolu Mirra,A product that will accompany your most special moments; Mirra and Mirra Platinum from the Ipekyolu series. Product sizes Height: 5cm Diameter: 6cm Weight: 44g Volume: 45cc,in stock,new,56.00 USD,https://www.laledevri.com.tr/en/shop/ipekyolu-mirra-2/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0111.jpg,Lale Devri,6049,,50,,,,,,,,Glass,,,,,,,,,Glass Products,ipekyolu,
Cİ16,Ipekyolu Raki Glass,A product that will accompany your most special moments; Ipekyolu series Raki Glass. It is ready to take its place on your tables with its platinum option. Product sizes Height: 11.5cm Diameter: 4.5cm Weight: 186g Volume: 140 cc,in stock,new,113.00 USD,https://www.laledevri.com.tr/en/shop/ipekyolu-raki-glass/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0112.jpg,Lale Devri,2951,,50,,,,,,,,Glass,,,,,,,,,Collections,Glass Products,
CI23,Ipekyolu Champagne Glass,A product that will accompany your most special moments; Ipekyolu series Champagne Glass is ready to take its place on your tables. Product sizes Height: 24cm Diameter: 4.5cm Weight: 170g,in stock,new,165.00 USD,https://www.laledevri.com.tr/en/shop/ipekyolu-champagne-glass/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0113.jpg,Lale Devri,2712,,50,,,,,,,,Glass,,,,,,,,,Champagne Glass,Glass Products,
CI08,Ipekyolu Coffee Water Glass,A product that will accompany your most special moments; Ipekyolu series Coffee Water Glass is ready to take its place on your tables. Product sizes Height: 9cm Diameter: 4.5cm Weight: 158g Volume: 85cc,in stock,new,71.00 USD,https://www.laledevri.com.tr/en/shop/ipekyolu-coffee-water-glass/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0114.jpg,Lale Devri,2951,,1,,,,,,,,Glass,,,,,,,,,Coffee Water Glass,Collections,
CO2,Okyanus Deniz Yildizi Tea Cup,Okyanus Deniz Yildizi Tea Cup is specially designed for those who want to sip their tea accompanied by the most beautiful views. Product sizes Height: 8cm Diameter: 6cm Weight: 103g Volume: 120 cc,in stock,new,98.00 USD,https://www.laledevri.com.tr/en/shop/okyanus-deniz-yildizi-tea-cup/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0115.jpg,Lale Devri,6049,,50,,,,,,,,Glass,,,,,,,,,Collections,Glass Products,
CK03,Kelebek Mirra,Mirra from the Kelebek collection. Add elegance to your tables with the Gold and Platinum option. Product sizes Height: 5cm Diameter: 6cm Weight: 44g Volume: 45cc,in stock,new,34.00 USD,https://www.laledevri.com.tr/en/shop/kelebek-mirra-2/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0116.jpg,Lale Devri,6049,,50,,,,,,,,Glass,,,,,,,,,Collections,Glass Products,
CK09,Kelebek Raki Glass,Raki Glass from the Kelebek collection. Product sizes Height: 11.5cm Diameter: 4.5cm Weight: 186g Volume: 140 cc,in stock,new,34.00 USD,https://www.laledevri.com.tr/en/shop/kelebek-raki-glass/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0117.jpg,Lale Devri,2951,,50,,,,,,,,Glass,,,,,,,,,Collections,Glass Products,
CP03,Saray Tea Saucer,A very special product from the Saray collection is the Saray Tea Saucer. Product sizes Diameter: 11cm Weight: 93g,in stock,new,105.00 USD,https://www.laledevri.com.tr/en/shop/saray-tea-saucer/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0118.jpg,Lale Devri,6051,,2,,,,,,,,Glass,,,,,,,,,Glass Products,Saray,
CY04,Yonca Tea Cup,"For centuries, the clover has been seen as a symbol of luck, harmony, prosperity, and positive energy. By blending this timeless meaning with a modern design, we aimed to transform each tea glass into a small invitation to happiness. Designed with a subtle clover motif, this beautifully crafted tea glass is perfect for tea lovers who value both style and functionality. The thin glass enhances the visual appeal of your tea while the charming clover design brings elegance to your table. Ideal for everyday use or special gatherings, this durable glass offers long-lasting quality. Combining modern elegance with traditional warmth, it also makes a thoughtful and stylish gift option. Product sizes Height: 8cm Diameter: 6cm Weight: 103-105g Volume: 120 cc",in stock,new,41.00 USD,https://www.laledevri.com.tr/en/shop/yonca-tea-cup/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0119.jpg,Lale Devri,6049,,50,,,,,,,,Glass,,,,,,,,,Collections,Glass Products,
CY08A,Yonca Gold Coffee Water Glass with Handle,Yonca Gold Coffee Water Glass with Handle from Yonca series. Original and elegance design.,in stock,new,111.00 USD,https://www.laledevri.com.tr/en/shop/yonca-gold-coffee-water-glass-with-handle/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0120.jpg,Lale Devri,2951,,1,,,,,Gold,,,Glass,,,,,,,,,Coffee Water Glass,Collections,
CY02A,Heybeli Yonca Tea Cup with Handle,Heybeli Yonca Tea Cup with Handle from Heybeli Yonca series. Original and elegance design.,in stock,new,118.00 USD,https://www.laledevri.com.tr/en/shop/heybeli-yonca-tea-cup-with-handle/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0121.jpg,Lale Devri,6049,,50,,,,,,,,Glass,,,,,,,,,Collections,Glass Products,
GS1,Safiye Sultan Charger Presentation Plate 32cm,"Safiye Sultan Charger Presentation Plate complements fine porcelain collections, crystal accessories, and upscale table arrangements beautifully. It is an exclusive tableware piece designed to bring timeless elegance and luxury to sophisticated table settings. Product Size: D:32cm",in stock,new,487.50 USD,https://www.laledevri.com.tr/en/shop/safiye-sultan-charger-presentation-plate-32cm-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0122.jpg,Lale Devri,3553,,50,,,,,,,,Silver Plated,,,,,,,,,Charger Presentation Plate,Collections,
GS4,Safiye Sultan Bowl,Safiye Sultan Bowl,in stock,new,97.50 USD,https://www.laledevri.com.tr/en/shop/safiye-sultan-bowl-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0123.png,Lale Devri,3498,,1,,,,,,,,Silver Plated,,,,,,,,,Collections,Glassware and Bowls,
GS5,Safiye Sultan Cake Stand,"Safiye Sultan Silver Plated Cake Stand is an elegant serving piece designed for luxury table presentations and prestigious celebrations. Featuring a sophisticated elevated design and radiant silver-plated finish, it creates a refined display for cakes, desserts, pastries, and exclusive sweet presentations. Perfect for weddings, engagement parties, gala dinners, birthdays, luxury hospitality concepts, and premium event styling, this cake stand brings timeless elegance and visual sophistication to every table setting. Product Size: Height: 19cm Diameter: 32cm Weight: 1065gr",in stock,new,536.00 USD,https://www.laledevri.com.tr/en/shop/safiye-sultan-cake-stand-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0124.jpg,Lale Devri,3802,,1,,,,,,,,Silver Plated,,,,,,,,,Collections,Safiye Sultan,
GS6,Safiye Sultan 2 Rack Serve,"Safiye Sultan 2-Tier Silver Plated Serving Stand is an elegant serving piece designed for luxury table presentations and upscale events. Featuring a sophisticated two-tier structure and radiant silver-plated finish, it is perfect for displaying desserts, pastries, chocolates, appetizers, and exclusive treats with refined elegance. Product Size: H: 29cm D: 24cm-32cm",in stock,new,994.50 USD,https://www.laledevri.com.tr/en/shop/safiye-sultan-2-rack-serving-stand-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0125.jpg,Lale Devri,3802,,1,,,,,,,,Silver Plated,,,,,,,,,Collections,Safiye Sultan,
GS8,Safiye Sultan Tea Saucer,Safiye Sultan Tea Saucer Safiye Sultan series. Original and elegance design.,in stock,new,73.00 USD,https://www.laledevri.com.tr/en/shop/safiye-sultan-tea-saucer-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0126.jpg,Lale Devri,6051,,50,,,,,,,,Silver Plated,,,,,,,,,Collections,Safiye Sultan,
GS17,Safiye Sultan Jug,Safiye Sultan Jug Safiye Sultan series. Original and elegance design.,in stock,new,341.00 USD,https://www.laledevri.com.tr/en/shop/safiye-sultan-jug-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0127.jpg,Lale Devri,3330,,1,,,,,,,,Silver Plated,,,,,,,,,Carafes,Collections,
GS22,Safiye Sultan Open Buffet,Safiye Sultan Open Buffet from Safiye Sultan series. Original and elegance design.,in stock,new,536.00 USD,https://www.laledevri.com.tr/en/shop/safiye-sultan-open-buffet-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0128.png,Lale Devri,3498,,1,,,,,,,,Silver Plated,,,,,,,,,Collections,Glassware and Bowls,
GS31,Safiye Sultan Triple Breakfast Serve,Safiye Sultan Triple Breakfast Serve from Safiye Sultan series. Original and elegance design.,in stock,new,439.00 USD,https://www.laledevri.com.tr/en/shop/safiye-sultan-triple-breakfast-serve-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0129.jpg,Lale Devri,3802,,2,,,,,,,,Silver Plated,,,,,,,,,Collections,Safiye Sultan,
GS46,Safiye Sultan Triple Jam Set,Safiye Sultan Triple Jam Bowl from Safiye Sultan series. Original and elegance design.,in stock,new,609.50 USD,https://www.laledevri.com.tr/en/shop/safiye-sultan-triple-jam-set-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0130.jpg,Lale Devri,3498,,2,,,,,,,,Silver Plated,,,,,,,,,Collections,Glassware and Bowls,
GS41,Safiye Sultan Envelope Napkin Holder,"Safiye Sultan Silver Plated Envelope Napkin Holder is an elegant table accessory designed for luxury dining settings and sophisticated event decor. Featuring a refined envelope-inspired form and a radiant silver-plated finish, it transforms napkin presentation into a stylish decortive detail while adding prestige to every table arrangement. Ideal for wedding, engagement celebrations, gala dinners, luxury hospitality concepts, and exclusive events, this piece creates a refined and sophisticated atmosphere.",in stock,new,288.00 USD,https://www.laledevri.com.tr/en/shop/safiye-sultan-envelope-napkin-holder-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0132.jpg,Lale Devri,6324,,2,,,,,,,,Silver Plated,,,,,,,,,Collections,Napkin Holders,
wc-3063,Kanuni Serve with Handle,"Kanuni Serve with handle silver plated serving tray is crafted for sophisticated table presentations and prestigious hospitality settings. Featuring a refined central handle for effortless serving and balanced presentation, this tray delivers both functionality and luxurious aesthetics. More than a serving accessory, it is a premium decorative piece designed for elite tastes and refined entertaining. Product Size: D:21,5cm H:19cm",in stock,new,414.00 USD,https://www.laledevri.com.tr/en/shop/kanuni-serving-with-handle/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0133.jpg,Lale Devri,3802,,50,261.00 USD,,,,,,,Silver Plated,,,,,,,,,Collections,Kanuni,
GKN10,Kanuni Vase,Kanuni Flower Vase from Kanuni series. Original and elegance design.,in stock,new,219.00 USD,https://www.laledevri.com.tr/en/shop/kanuni-vase/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0134.jpg,Lale Devri,602,,50,,,,,,,,Silver Plated,,,0.244 kg,,,,,,Collections,Kanuni,
GKN13,Kanuni Grissini Bowl 16cm,"Perfect for serving Turkish delight, chocolates, nuts, candies, and premium treats, this elegant bowl complements luxury hospitality spaces, exclusive events, weddings, and upscale home decor.",in stock,new,195.00 USD,https://www.laledevri.com.tr/en/shop/kanuni-grissini-bowl-16cm/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0135.jpg,Lale Devri,3498,,50,146.25 USD,,,,,,,Silver Plated,,,,,,,,,Collections,Glassware and Bowls,
GKN15,Kanuni Turkish Delight Mini Bowl,Kanuni Turkish Delight Mini Bowl from Kanuni series. Original and elegance design.,in stock,new,39.00 USD,https://www.laledevri.com.tr/en/shop/kanuni-turkish-delight-mini-bowl/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0136.jpg,Lale Devri,3498,,50,,,,,,,,Silver Plated,,,,,,,,,Collections,Glassware and Bowls,
GKS7,Kosem Embossed Glass,Kosem Embossed Glass from Kosem series. Original and elegance design.,in stock,new,98.00 USD,https://www.laledevri.com.tr/en/shop/kosem-embossed-glass/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0137.jpg,Lale Devri,3498,,50,,,,,,,,Silver Plated,,,,,,,,,Collections,Glassware and Bowls,
GMRD3,Meridyen Vase,Meridyen Vase from Meridyen series. Original and elegance design.,in stock,new,219.00 USD,https://www.laledevri.com.tr/en/shop/meridyen-vase/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0138.jpg,Lale Devri,602,,1,,,,,,,,Silver Plated,,,,,,,,,Collections,Meridyen,
wc-3023,Minimal Standing Serve,Minimal Standing Serve from Minimal series. Original and elegance design.,in stock,new,187.50 USD,https://www.laledevri.com.tr/en/shop/minimal-standing-serve/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0139.png,Lale Devri,3802,,50,,,,,,,,Silver Plated,,,,,,,,,Collections,Minimal,
G24,Minimal Rectangular Flower Bed,Minimal Rectangular Flower Bed from Minimal series. Original and elegance design.,in stock,new,431.00 USD,https://www.laledevri.com.tr/en/shop/minimal-rectangular-flower-bed/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0140.png,Lale Devri,602,,50,,,,,,,,Silver Plated,,,1 kg,,,,,,Collections,Minimal,
GV02,Vektorel Napkin Ring,"Vektorel silver-plated napkin ring is a stylish table accessory designed to bring a modern and elegant touch to your dining table. Its modern design makes it suitable for everyday dining, special occasions, restaurants, and hotel table settings.",in stock,new,37.50 USD,https://www.laledevri.com.tr/en/shop/vektorel-napkin-ring/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0141.jpg,Lale Devri,6324,,50,,,,,,,,Silver Plated,,,0.033 kg,,,,,,Collections,Napkin Holders,
GVn14,Venice Lidded Sugar Bowl,Add elegance to your tables with the Lidded Sugar Bowl from the Venedik series. Product Dimensions Height: 8cm Diameter: 14cm Weight: 528g,in stock,new,302.00 USD,https://www.laledevri.com.tr/en/shop/venice-lidded-sugar-bowl/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0142.jpg,Lale Devri,3498,,1,,,,,,,,Silver Plated,,,0.528 kg,,,,,,Collections,Glassware and Bowls,
GCB01,Casablanca Decorative Bowl,"Defined by its elegant oval silhouette and luminous silver-plated finish, the Casablanca Decorative Bowl elevates floral arrangements with refined sophisticated. Designed to complement both contemporary and classic interiors, it stands as a distinguished piece within the Casablanca Collection. Whether styled as a decorative centerpiece or placed on a console or dining table, it reflects timeless luxury and cohesive design.",in stock,new,731.00 USD,https://www.laledevri.com.tr/en/shop/casablanca-decorative-bowl/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0143.jpg,Lale Devri,602,,1,,,,,,,,Silver Plated,,,,,,,,,Casablanca,Collections,
GCB02,Casablanca Vase,"With its timeless silhouette and luminous finish, the Casablanca Vase brings refined elegance to any interior. Crafted with a silver-plated surface, it complements both modern and classic decor styles. As a distinguished piece of the Casablanca Collection, it reflects cohesive design and understated luxury. Perfect as a standalone decorative accent or styled with floral arrangements.",in stock,new,488.00 USD,https://www.laledevri.com.tr/en/shop/casablanca-vase/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0144.jpg,Lale Devri,602,,1,,,,,,,,Silver Plated,,,0.677 kg,,,,,,Casablanca,Collections,
GO6,Orkide Flower Vase,Add elegance to your tables with the Flower Vase from the Orkide series.,in stock,new,195.00 USD,https://www.laledevri.com.tr/en/shop/flower-vase-orkide-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0145.jpg,Lale Devri,602,,50,,,,,,,,Silver Plated,,,0.281 kg,,,,,,Collections,Orkide,
GO12,Orkide Waterfall Snack Bowl,Add elegance to your tables with the Waterfall Snack Bowl from the Orkide series.,in stock,new,1219.00 USD,https://www.laledevri.com.tr/en/shop/orkide-waterfall-snack-bowl/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0146.jpg,Lale Devri,3802,,1,,,,,,,,Silver Plated,,,1.6 kg,,,,,,Collections,Orkide,
wc-2964,Cheval Blanc Service,Add elegance to your tables with the 2 Deck Service from the Cheval Blanc series.,out of stock,new,468.75 USD,https://www.laledevri.com.tr/en/shop/cheval-blanc-2-deck-service/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0147.jpg,Lale Devri,3802,,0,,,,,,,,Silver Plated,,,,,,,,,Cheval Blanc,Silver-Plated Tableware and Accessories,
GC05,Dinner Spoon 20cm Ciragan Silver Plated,"Dinner Spoon 20 cm Ciragan Silver Plated is crafted for refined table settings, combining elegant design with exceptional craftsmanship. Its balanced structure and ergonomic form provide both comfort and sophistication during dining. The Ciragan Collection takes its name from Ciragan Palace, one of the most magnificent symbols of the 18th-century Tulip Era. With its finely detailed handle and high-quality silver plating, The Ciragan Dinner Spoon 20 cm pairs perfectly with the matching dinner fork and knife from the same collection, creating a distinguished atmosphere for both everyday dining and special occasions.",in stock,new,222.50 USD,https://www.laledevri.com.tr/en/shop/ciragan-dinner-spoon-20cm-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0148.jpg,Lale Devri,3939,,50,,,,,Silver,,,Silver Plated,,,0.057 kg,,,,,,Ciragan,Collections,
GC12,Ciragan Teaspoon,"The Ciragan teaspoon stands out with its elegant design inspired by Ottoman aesthetic, bringing timeless sophistication to modern tables. Its silver-plated surface offers both durability and a refined appearance. Perfect for everyday tea enjoyment as well as special occasions, it provides a comfortable grip with its balanced any finely crafted structure. The Ciragan series takes its name from Çırağan Palace, one of the most important symbols of the Tulip Era of the 18th century.",in stock,new,67.00 USD,https://www.laledevri.com.tr/en/shop/ciragan-teaspoon-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0149.jpg,Lale Devri,3939,,50,,,,,,,,Silver Plated,,,0.017 kg,,,,,,Ciragan,Collections,
GC16,Ciragan Tulip Tong,Add elegance to your tables with the Tulip Tong from the Ciragan series.,in stock,new,517.50 USD,https://www.laledevri.com.tr/en/shop/ciragan-tulip-tong-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0150.jpg,Lale Devri,3802,,2,,,,,,,,Silver Plated,,,0.134 kg,,,,,,Ciragan,Collections,
GC27,Ciragan Soup Ladle,"A statement piece for elegant table settings, the Çırağa Silver-Plated Soup Ladle stands out with its refined design and superior craftsmanship. Its deep, well-balanced bowl ensures effortless serving, while the radiant silver-plated finish enhances the visual appeal of your table. Perfect for fine dining presentations, exclusive gatherings, and those who appreciate a luxurious lifestyle, the Çırağan Soup Ladle is an essential addition to any premium tableware collection. The Ciragan series takes its name from Çırağan Palace, one of the most important symbols of the Tulip Era of the 18th century.",in stock,new,735.00 USD,https://www.laledevri.com.tr/en/shop/ciragan-soup-ladle-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0151.jpg,Lale Devri,3802,,1,,,,,,,,Silver Plated,,,0.152 kg,,,,,,Ciragan,Collections,
GC28,Ciragan Salad Service Set,"The Çırağan Silver-Plated Salad Serving Set is a refined expression of elegance and prestige for sophisticated dining tables. Crafted with meticulous attention to detail, its silver-plated finish seamlessly blends timeless aesthetics with modern refinement. Designed for stylish salad presentation, this fork and spoon set is perfect for formal dining, exclusive gatherings, and luxury table settings. Its high-quality construction ensures durability, while the polished surface adds a radiant touch to every presentation. The Ciragan series takes its name from Çırağan Palace, one of the most important symbols of the Tulip Era of the 18th century.",in stock,new,735.00 USD,https://www.laledevri.com.tr/en/shop/ciragan-salad-service-set-silver-plated/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0152.jpg,Lale Devri,3802,,50,,,,,,,,Silver Plated,,,0.192 kg,,,,,,Ciragan,Collections,
GL20,Lalezar Appetizer Wide Spatula,"The Lalezar Silver-Plated Wide Meze Spatula is designed for those who transform serving into an art form. Crafted with fine workmanship, its silver-plated surface offers both elegance and durability, while the wide spatula design ensures effortless serving of appetizers, spreads, and gourmet selections. Adding a sophisticated touch to your table, this exquisite piece elevates both special occasions and everyday dining. The Lalezar Series takes its name from ‘Lalezar,’ a cultural symbol reflecting the taste and aesthetic sensibilities of the Ottoman Empire during the Westernization period known as the Tulip Era.",in stock,new,202.50 USD,https://www.laledevri.com.tr/en/shop/lalezar-appetizer-wide-spatula/,https://emiryildizworks.github.io/laledevri-catalog-images/img-0153.jpg,Lale Devri,3802,,50,,,,,,,,Silver Plated,,,0.058 kg,,,,,,Collections,Lalezar,
